CustomerId,total_transactions,total_amount,avg_amount,std_amount,avg_fee_paid,total_refunds_count,tx_hour_mean,tx_day_mean,last_transaction_time,first_transaction_time,ProviderId,ProductCategory,ChannelId,PricingStrategy,active_days,Recency,Frequency,Monetary,rfm_cluster,is_high_risk
CustomerId_2035,10,24320.0,2432.0,3247.548819237877,0.0,4,12.0,16.1,2019-02-04 00:30:22+00:00,2019-01-22 10:55:57+00:00,ProviderId_6,airtime,ChannelId_3,2,13,10,10,24320.0,2,0
CustomerId_2036,1,50000.0,50000.0,0.0,0.0,0,5.0,19.0,2018-11-19 05:31:58+00:00,2018-11-19 05:31:58+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,87,1,50000.0,2,0
CustomerId_2039,1,500.0,500.0,0.0,0.0,0,16.0,18.0,2018-12-18 16:29:25+00:00,2018-12-18 16:29:25+00:00,ProviderId_1,airtime,ChannelId_3,4,1,57,1,500.0,0,1
CustomerId_2040,1,150000.0,150000.0,0.0,0.0,0,9.0,12.0,2019-02-12 09:07:27+00:00,2019-02-12 09:07:27+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,2,1,150000.0,2,0
CustomerId_2041,7,31520.0,4502.857142857143,4268.495887646742,0.0,2,11.142857142857142,3.5714285714285716,2019-02-04 08:35:08+00:00,2018-12-04 11:30:39+00:00,ProviderId_6,airtime,ChannelId_3,2,62,10,7,31520.0,2,0
CustomerId_2042,20,160000.0,8000.0,2513.123449750173,0.0,7,11.4,13.5,2019-02-13 07:18:59+00:00,2019-01-18 15:55:22+00:00,ProviderId_1,airtime,ChannelId_3,2,26,1,20,160000.0,1,0
CustomerId_2046,1,5000.0,5000.0,0.0,0.0,0,7.0,25.0,2018-12-25 07:30:15+00:00,2018-12-25 07:30:15+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,51,1,5000.0,0,1
CustomerId_2048,1,1000.0,1000.0,0.0,0.0,1,16.0,26.0,2019-01-26 16:50:27+00:00,2019-01-26 16:50:27+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,18,1,1000.0,0,1
CustomerId_2049,1,1000.0,1000.0,0.0,0.0,0,10.0,9.0,2018-12-09 10:08:36+00:00,2018-12-09 10:08:36+00:00,ProviderId_3,financial_services,ChannelId_3,2,1,66,1,1000.0,0,1
CustomerId_2051,61,450600.0,7386.88524590164,2914.53114639022,0.0,15,12.131147540983607,15.80327868852459,2019-02-08 12:30:25+00:00,2018-11-16 07:08:22+00:00,ProviderId_6,financial_services,ChannelId_3,2,85,5,61,450600.0,1,0
CustomerId_2052,197,314976.0,1598.8629441624366,4163.18821686926,15.228426395939087,83,12.532994923857869,18.16751269035533,2019-02-10 17:34:28+00:00,2018-12-09 11:39:10+00:00,ProviderId_6,airtime,ChannelId_3,2,64,3,197,314976.0,1,0
CustomerId_2053,1,1000.0,1000.0,0.0,0.0,0,19.0,28.0,2019-01-28 19:22:12+00:00,2019-01-28 19:22:12+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,16,1,1000.0,0,1
CustomerId_2054,8,7120.0,890.0,976.0415682014485,0.0,4,19.875,29.25,2019-01-30 14:19:30+00:00,2019-01-29 21:59:14+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,14,8,7120.0,2,0
CustomerId_2055,12,37410.0,3117.5,4021.9288113585953,0.0,5,8.5,16.25,2019-01-14 10:15:46+00:00,2018-12-09 20:42:21+00:00,ProviderId_1,financial_services,ChannelId_3,2,36,30,12,37410.0,2,0
CustomerId_2056,20,46425.0,2321.25,4409.538666345948,0.0,7,12.65,19.15,2019-01-05 19:09:03+00:00,2018-12-21 09:23:46+00:00,ProviderId_5,airtime,ChannelId_3,2,16,39,20,46425.0,2,0
CustomerId_2057,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,19.0,21.0,2018-12-21 19:46:05+00:00,2018-12-21 19:21:56+00:00,ProviderId_4,airtime,ChannelId_2,2,1,54,6,41000.0,2,0
CustomerId_2059,1,1100.0,1100.0,0.0,0.0,0,7.0,1.0,2019-01-01 07:36:07+00:00,2019-01-01 07:36:07+00:00,ProviderId_6,airtime,ChannelId_3,2,1,44,1,1100.0,0,1
CustomerId_2061,14,62000.0,4428.571428571428,3921.6222254471277,0.0,3,15.714285714285714,13.0,2019-02-01 16:04:00+00:00,2019-01-25 16:28:29+00:00,ProviderId_6,airtime,ChannelId_3,2,7,12,14,62000.0,2,0
CustomerId_2062,17,85395.0,5023.235294117647,3420.1000264870136,0.0,7,12.117647058823529,15.235294117647058,2019-02-08 15:20:59+00:00,2018-12-05 13:20:22+00:00,ProviderId_1,airtime,ChannelId_3,2,66,5,17,85395.0,1,0
CustomerId_2063,24,152000.0,6333.333333333333,3418.8310571160796,0.0,6,10.083333333333334,18.0,2019-02-01 08:28:24+00:00,2018-12-21 11:31:51+00:00,ProviderId_6,airtime,ChannelId_3,2,42,13,24,152000.0,1,0
CustomerId_2064,40,83705.0,2092.625,2937.865522812133,0.0,16,15.025,15.5,2019-01-26 20:52:02+00:00,2018-11-16 20:07:32+00:00,ProviderId_6,financial_services,ChannelId_3,2,72,18,40,83705.0,2,0
CustomerId_2065,7,7100.0,1014.2857142857143,796.1963146288555,0.0,2,8.142857142857142,13.142857142857142,2019-01-15 08:05:41+00:00,2019-01-08 21:31:05+00:00,ProviderId_5,airtime,ChannelId_3,4,7,30,7,7100.0,0,1
CustomerId_2067,1,2000.0,2000.0,0.0,0.0,0,9.0,13.0,2019-02-13 09:40:18+00:00,2019-02-13 09:40:18+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,1,1,2000.0,0,1
CustomerId_2068,119,457662.0,3845.8991596638657,4049.644871215919,33.02521008403362,32,13.184873949579831,16.210084033613445,2019-02-13 07:20:54+00:00,2018-11-15 16:28:18+00:00,ProviderId_6,airtime,ChannelId_3,2,90,1,119,457662.0,1,0
CustomerId_2069,50,250405.0,5008.1,5216.329819491314,0.0,16,15.64,16.56,2019-02-11 16:10:59+00:00,2018-11-24 19:53:08+00:00,ProviderId_1,financial_services,ChannelId_3,2,79,2,50,250405.0,1,0
CustomerId_2071,1,10000.0,10000.0,0.0,0.0,0,22.0,31.0,2019-01-31 22:11:14+00:00,2019-01-31 22:11:14+00:00,ProviderId_3,financial_services,ChannelId_3,2,1,13,1,10000.0,0,1
CustomerId_2072,34,253000.0,7441.176470588235,3173.67177152411,0.0,12,13.411764705882353,17.38235294117647,2019-02-12 21:33:12+00:00,2018-12-21 20:17:36+00:00,ProviderId_4,airtime,ChannelId_3,2,54,1,34,253000.0,1,0
CustomerId_2073,1,1000.0,1000.0,0.0,0.0,0,5.0,5.0,2019-01-05 05:37:00+00:00,2019-01-05 05:37:00+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,40,1,1000.0,0,1
CustomerId_2074,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,19.0,21.0,2018-12-21 19:40:42+00:00,2018-12-21 19:37:22+00:00,ProviderId_4,airtime,ChannelId_2,2,1,54,6,41000.0,2,0
CustomerId_2075,7,15140.0,2162.8571428571427,1696.2774368767462,0.0,3,15.285714285714286,16.857142857142858,2019-01-26 18:08:12+00:00,2018-12-18 18:13:37+00:00,ProviderId_5,tv,ChannelId_3,2,39,18,7,15140.0,2,0
CustomerId_2076,1,1500.0,1500.0,0.0,0.0,0,11.0,26.0,2018-11-26 11:37:58+00:00,2018-11-26 11:37:58+00:00,ProviderId_6,airtime,ChannelId_3,2,1,79,1,1500.0,0,1
CustomerId_2078,8,63270.0,7908.75,12480.077194701735,0.0,3,9.375,24.125,2019-01-20 10:36:37+00:00,2018-12-25 09:58:42+00:00,ProviderId_6,financial_services,ChannelId_3,2,27,24,8,63270.0,2,0
CustomerId_2081,1,4000.0,4000.0,0.0,0.0,0,12.0,23.0,2018-12-23 12:09:28+00:00,2018-12-23 12:09:28+00:00,ProviderId_3,financial_services,ChannelId_3,2,1,52,1,4000.0,0,1
CustomerId_2083,1,1000.0,1000.0,0.0,0.0,0,20.0,15.0,2019-01-15 20:09:19+00:00,2019-01-15 20:09:19+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,29,1,1000.0,0,1
CustomerId_2085,1,5000.0,5000.0,0.0,0.0,0,13.0,4.0,2018-12-04 13:36:52+00:00,2018-12-04 13:36:52+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,71,1,5000.0,0,1
CustomerId_2086,3,52520.0,17506.666666666668,14710.884858951664,0.0,1,17.333333333333332,14.333333333333334,2019-02-05 16:08:10+00:00,2018-11-19 18:58:24+00:00,ProviderId_4,tv,ChannelId_3,2,78,8,3,52520.0,2,0
CustomerId_2089,6,10080.0,1680.0,1346.7590727372137,0.0,2,16.0,19.0,2018-11-19 22:19:06+00:00,2018-11-19 13:55:39+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,86,6,10080.0,0,1
CustomerId_2093,25,244000.0,9760.0,6200.000000000001,0.0,9,8.12,9.56,2019-02-08 05:11:48+00:00,2019-01-11 08:05:17+00:00,ProviderId_6,financial_services,ChannelId_3,2,28,6,25,244000.0,1,0
CustomerId_2094,156,570255.4,3655.4833333333336,7419.928856174306,17.88846153846154,63,11.01923076923077,18.544871794871796,2019-02-11 06:06:54+00:00,2018-11-15 07:02:45+00:00,ProviderId_6,financial_services,ChannelId_3,2,88,3,156,570255.4,1,0
CustomerId_2095,1,10000.0,10000.0,0.0,0.0,0,10.0,10.0,2019-02-10 10:32:55+00:00,2019-02-10 10:32:55+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,3,1,10000.0,0,1
CustomerId_2097,3,110000.0,36666.666666666664,54848.27557301444,666.6666666666666,1,17.0,16.0,2019-01-11 19:21:51+00:00,2018-12-26 13:24:40+00:00,ProviderId_1,data_bundles,ChannelId_3,2,17,33,3,110000.0,2,0
CustomerId_2098,1,10000.0,10000.0,0.0,0.0,0,18.0,30.0,2018-11-30 18:42:15+00:00,2018-11-30 18:42:15+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,75,1,10000.0,0,1
CustomerId_2099,5,30400.0,6080.0,4100.2438951847735,0.0,2,11.0,16.0,2018-11-16 11:06:20+00:00,2018-11-16 11:02:34+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,89,5,30400.0,2,0
CustomerId_2101,1,500.0,500.0,0.0,0.0,0,3.0,26.0,2018-11-26 03:29:53+00:00,2018-11-26 03:29:53+00:00,ProviderId_1,airtime,ChannelId_3,4,1,80,1,500.0,0,1
CustomerId_2102,7,61000.0,8714.285714285714,6047.4315681476355,0.0,3,14.571428571428571,21.0,2018-12-21 18:09:26+00:00,2018-12-21 14:05:13+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,54,7,61000.0,2,0
CustomerId_2103,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,13.0,21.0,2018-12-21 13:30:50+00:00,2018-12-21 13:26:35+00:00,ProviderId_4,airtime,ChannelId_2,2,1,54,6,41000.0,2,0
CustomerId_2104,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,19.0,7.0,2018-12-07 19:50:04+00:00,2018-12-07 19:39:08+00:00,ProviderId_4,airtime,ChannelId_2,2,1,68,6,41000.0,2,0
CustomerId_2105,1,1000.0,1000.0,0.0,0.0,0,14.0,24.0,2019-01-24 14:45:48+00:00,2019-01-24 14:45:48+00:00,ProviderId_1,data_bundles,ChannelId_3,4,1,20,1,1000.0,0,1
CustomerId_2106,14,112000.0,8000.0,4607.685886729827,0.0,7,15.928571428571429,13.714285714285714,2019-02-12 12:59:09+00:00,2019-01-25 17:18:26+00:00,ProviderId_4,airtime,ChannelId_2,2,18,1,14,112000.0,1,0
CustomerId_2107,7,51000.0,7285.714285714285,6818.217893122458,0.0,2,10.428571428571429,1.0,2019-02-01 11:42:37+00:00,2019-02-01 07:43:32+00:00,ProviderId_6,airtime,ChannelId_3,2,1,12,7,51000.0,2,0
CustomerId_2108,2,40500.0,20250.0,353.5533905932738,0.0,0,6.0,12.0,2019-01-12 06:07:25+00:00,2019-01-12 06:02:13+00:00,ProviderId_1,airtime,ChannelId_3,4,1,33,2,40500.0,2,0
CustomerId_2109,3,3000.0,1000.0,0.0,0.0,1,7.0,6.666666666666667,2019-01-07 05:42:07+00:00,2019-01-06 11:35:46+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,38,3,3000.0,0,1
CustomerId_2110,1,1000.0,1000.0,0.0,0.0,0,8.0,15.0,2018-11-15 08:40:27+00:00,2018-11-15 08:40:27+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,91,1,1000.0,0,1
CustomerId_2111,111,364568.0,3284.3963963963965,5224.697101754111,0.0,45,12.198198198198199,15.72072072072072,2019-02-13 09:40:18+00:00,2018-12-12 17:37:09+00:00,ProviderId_3,airtime,ChannelId_3,1,63,1,111,364568.0,1,0
CustomerId_2115,1,2000.0,2000.0,0.0,0.0,0,5.0,18.0,2019-01-18 05:14:08+00:00,2019-01-18 05:14:08+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,27,1,2000.0,0,1
CustomerId_2116,1,2000.0,2000.0,0.0,0.0,0,19.0,20.0,2018-11-20 19:30:55+00:00,2018-11-20 19:30:55+00:00,ProviderId_1,airtime,ChannelId_3,4,1,85,1,2000.0,0,1
CustomerId_2117,14,102000.0,7285.714285714285,3148.3468538405855,0.0,6,13.214285714285714,13.5,2019-02-13 09:18:11+00:00,2019-01-25 11:44:31+00:00,ProviderId_4,airtime,ChannelId_3,2,19,1,14,102000.0,1,0
CustomerId_2120,5,32000.0,6400.0,3781.5340802378078,0.0,2,16.0,25.0,2019-01-25 16:12:14+00:00,2019-01-25 16:09:02+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,19,5,32000.0,2,0
CustomerId_2122,1,500.0,500.0,0.0,0.0,0,17.0,4.0,2019-02-04 17:21:48+00:00,2019-02-04 17:21:48+00:00,ProviderId_1,airtime,ChannelId_3,4,1,9,1,500.0,0,1
CustomerId_2123,4,4500.0,1125.0,629.1528696058958,0.0,1,5.75,6.0,2019-01-06 06:39:09+00:00,2019-01-06 05:58:11+00:00,ProviderId_6,airtime,ChannelId_3,2,1,39,4,4500.0,0,1
CustomerId_2126,18,12800.0,711.1111111111111,1141.7614816789676,0.0,7,11.555555555555555,28.61111111111111,2019-02-12 17:48:44+00:00,2019-01-28 13:00:21+00:00,ProviderId_6,financial_services,ChannelId_3,2,16,1,18,12800.0,1,0
CustomerId_2127,9,21350.0,2372.222222222222,2191.4822482613095,0.0,4,13.333333333333334,4.666666666666667,2019-02-12 22:57:50+00:00,2019-02-01 07:37:03+00:00,ProviderId_4,financial_services,ChannelId_3,2,12,1,9,21350.0,1,0
CustomerId_2130,29,109452.0,3774.206896551724,7519.661720066698,51.724137931034484,13,13.206896551724139,21.413793103448278,2019-02-02 07:50:24+00:00,2019-01-23 21:06:24+00:00,ProviderId_4,financial_services,ChannelId_3,2,10,12,29,109452.0,1,0
CustomerId_2133,9,71400.0,7933.333333333333,7122.675059273728,0.0,3,11.0,17.0,2019-01-08 22:05:03+00:00,2018-11-22 06:14:40+00:00,ProviderId_1,airtime,ChannelId_3,2,48,36,9,71400.0,2,0
CustomerId_2134,17,112000.0,6588.235294117647,3704.875563521192,0.0,4,15.647058823529411,18.764705882352942,2019-01-11 14:25:43+00:00,2018-12-21 20:35:31+00:00,ProviderId_6,airtime,ChannelId_3,2,21,33,17,112000.0,2,0
CustomerId_2135,82,222385.96,2712.0239024390244,3224.513196056133,0.0004878048780487701,12,9.182926829268293,14.621951219512194,2019-02-09 16:26:58+00:00,2018-11-23 15:21:03+00:00,ProviderId_6,airtime,ChannelId_3,2,79,4,82,222385.96,1,0
CustomerId_2136,2,1050.0,525.0,671.7514421272201,0.0,1,17.0,14.0,2018-12-14 17:33:41+00:00,2018-12-14 17:31:11+00:00,ProviderId_4,airtime,ChannelId_2,2,1,61,2,1050.0,0,1
CustomerId_2137,40,236000.0,5900.0,3665.850725065266,0.0,8,9.025,15.325,2019-02-08 09:33:07+00:00,2018-12-21 09:04:34+00:00,ProviderId_6,airtime,ChannelId_3,2,50,6,40,236000.0,1,0
CustomerId_2138,14,112000.0,8000.0,3113.247129976625,0.0,4,11.428571428571429,11.5,2019-02-08 10:05:35+00:00,2019-01-04 18:06:14+00:00,ProviderId_6,financial_services,ChannelId_3,2,35,5,14,112000.0,1,0
CustomerId_2139,1,1000.0,1000.0,0.0,0.0,0,9.0,22.0,2018-12-22 09:17:35+00:00,2018-12-22 09:17:35+00:00,ProviderId_6,airtime,ChannelId_3,2,1,54,1,1000.0,0,1
CustomerId_2140,13,102000.0,7846.153846153846,3782.5510317366916,0.0,6,14.0,14.076923076923077,2019-02-12 18:23:18+00:00,2019-01-25 12:48:30+00:00,ProviderId_4,airtime,ChannelId_3,2,19,1,13,102000.0,1,0
CustomerId_2141,1,10000.0,10000.0,0.0,0.0,0,12.0,11.0,2018-12-11 12:46:57+00:00,2018-12-11 12:46:57+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,64,1,10000.0,0,1
CustomerId_2142,28,216700.0,7739.285714285715,2806.6507370509003,0.0,10,10.928571428571429,15.964285714285714,2019-01-11 08:07:51+00:00,2018-12-07 14:47:36+00:00,ProviderId_3,airtime,ChannelId_3,2,35,34,28,216700.0,2,0
CustomerId_2143,1,500000.0,500000.0,0.0,0.0,0,9.0,21.0,2018-12-21 09:12:52+00:00,2018-12-21 09:12:52+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,55,1,500000.0,2,0
CustomerId_2144,4,23000.0,5750.0,4924.428900898052,2000.0,2,12.0,20.0,2018-12-20 12:25:57+00:00,2018-12-20 12:15:35+00:00,ProviderId_1,financial_services,ChannelId_2,2,1,55,4,23000.0,2,0
CustomerId_2145,19,142000.0,7473.684210526316,2988.281205208691,0.0,8,9.368421052631579,14.210526315789474,2019-02-13 05:18:16+00:00,2019-01-18 12:12:06+00:00,ProviderId_4,airtime,ChannelId_3,2,26,1,19,142000.0,1,0
CustomerId_2147,1,10000.0,10000.0,0.0,0.0,0,15.0,11.0,2019-02-11 15:39:11+00:00,2019-02-11 15:39:11+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,2,1,10000.0,0,1
CustomerId_2148,3,35000.0,11666.666666666666,1527.5252316519468,930.0,1,14.666666666666666,6.333333333333333,2019-01-11 14:11:30+00:00,2018-12-04 15:31:15+00:00,ProviderId_1,utility_bill,ChannelId_3,2,38,33,3,35000.0,2,0
CustomerId_2149,9,62000.0,6888.888888888889,3257.470047615344,0.0,3,12.444444444444445,14.333333333333334,2019-02-01 13:42:20+00:00,2019-01-25 12:21:05+00:00,ProviderId_6,financial_services,ChannelId_3,2,8,12,9,62000.0,2,0
CustomerId_2150,25,26663.0,1066.52,1293.15870126859,0.0,9,7.72,18.84,2019-01-26 09:36:04+00:00,2018-11-22 07:27:36+00:00,ProviderId_1,financial_services,ChannelId_3,2,66,19,25,26663.0,2,0
CustomerId_2151,1,6000.0,6000.0,0.0,0.0,0,4.0,25.0,2018-12-25 04:22:33+00:00,2018-12-25 04:22:33+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,51,1,6000.0,0,1
CustomerId_2152,3,2050.0,683.3333333333334,548.4827557301445,0.0,2,6.0,16.0,2019-01-16 06:28:10+00:00,2019-01-16 06:26:38+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,29,3,2050.0,0,1
CustomerId_2153,1,500.0,500.0,0.0,0.0,0,6.0,12.0,2019-01-12 06:04:18+00:00,2019-01-12 06:04:18+00:00,ProviderId_1,airtime,ChannelId_3,4,1,33,1,500.0,0,1
CustomerId_2154,127,464878.0,3660.4566929133857,3757.3825315223066,192.75590551181102,37,13.913385826771654,14.149606299212598,2019-02-12 08:18:47+00:00,2018-11-19 13:12:19+00:00,ProviderId_6,airtime,ChannelId_3,2,85,2,127,464878.0,1,0
CustomerId_2155,5,31000.0,6200.0,3834.057902536163,0.0,2,17.2,30.0,2018-11-30 18:02:12+00:00,2018-11-30 17:34:59+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,75,5,31000.0,2,0
CustomerId_2156,8,4140.0,517.5,457.96911935818804,0.0,3,15.75,14.5,2018-12-16 13:31:18+00:00,2018-12-13 22:12:08+00:00,ProviderId_4,financial_services,ChannelId_3,2,3,59,8,4140.0,0,1
CustomerId_2157,1,1000.0,1000.0,0.0,0.0,0,5.0,3.0,2019-01-03 05:14:28+00:00,2019-01-03 05:14:28+00:00,ProviderId_1,airtime,ChannelId_3,4,1,42,1,1000.0,0,1
CustomerId_2158,3,225000.0,75000.0,108512.67207105353,0.0,0,7.333333333333333,20.0,2018-11-20 08:27:30+00:00,2018-11-20 07:10:03+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,86,3,225000.0,2,0
CustomerId_2159,3,4000.0,1333.3333333333333,577.3502691896257,0.0,0,13.0,8.0,2019-01-08 13:23:43+00:00,2019-01-08 13:16:13+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,36,3,4000.0,0,1
CustomerId_2165,3,6250.0,2083.3333333333335,2553.592241007427,0.0,2,1.0,20.0,2018-12-20 01:51:59+00:00,2018-12-20 01:50:52+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,56,3,6250.0,0,1
CustomerId_2166,1,50000.0,50000.0,0.0,0.0,0,6.0,3.0,2019-01-03 06:17:10+00:00,2019-01-03 06:17:10+00:00,ProviderId_3,financial_services,ChannelId_3,2,1,42,1,50000.0,2,0
CustomerId_2167,10,62000.0,6200.0,3614.784456460256,0.0,3,11.1,19.1,2019-01-18 14:51:07+00:00,2018-12-21 09:16:12+00:00,ProviderId_6,airtime,ChannelId_3,2,29,26,10,62000.0,2,0
CustomerId_2169,4,127000.0,31750.0,46176.29261861546,0.0,0,8.5,13.0,2019-02-13 06:43:24+00:00,2019-01-13 08:08:53+00:00,ProviderId_1,financial_services,ChannelId_3,2,31,1,4,127000.0,1,0
CustomerId_2170,2,4000.0,2000.0,0.0,0.0,0,14.0,29.0,2019-01-29 14:32:46+00:00,2019-01-29 14:30:50+00:00,ProviderId_3,airtime,ChannelId_3,1,1,15,2,4000.0,0,1
CustomerId_2171,17,123000.0,7235.294117647059,3478.1354876698283,0.0,8,12.705882352941176,14.294117647058824,2019-02-12 09:36:04+00:00,2019-01-25 19:31:40+00:00,ProviderId_4,airtime,ChannelId_3,2,18,2,17,123000.0,1,0
CustomerId_2172,9,11160.0,1240.0,1577.0007133796737,0.0,4,20.0,11.0,2019-02-11 20:27:25+00:00,2019-02-11 20:13:44+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,2,9,11160.0,1,0
CustomerId_2173,7,51000.0,7285.714285714285,3638.419332360584,0.0,2,15.0,8.0,2019-02-08 15:49:22+00:00,2019-02-08 15:42:36+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,5,7,51000.0,2,0
CustomerId_2175,6,32000.0,5333.333333333333,4033.1955899344466,0.0,2,8.0,25.0,2019-01-25 08:23:37+00:00,2019-01-25 08:07:36+00:00,ProviderId_6,airtime,ChannelId_3,2,1,20,6,32000.0,2,0
CustomerId_2176,3,12220.0,4073.3333333333335,6011.333739972631,0.0,2,16.0,15.0,2019-01-15 16:23:07+00:00,2019-01-15 16:22:09+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,29,3,12220.0,0,1
CustomerId_2178,25,374027.0,14961.08,33095.37187170838,393.6,10,13.52,17.4,2019-01-28 09:57:32+00:00,2019-01-12 15:52:47+00:00,ProviderId_4,financial_services,ChannelId_3,2,16,17,25,374027.0,1,0
CustomerId_2179,2,1000.0,500.0,0.0,0.0,0,5.0,20.0,2018-11-21 07:06:42+00:00,2018-11-19 03:42:35+00:00,ProviderId_1,airtime,ChannelId_3,4,3,85,2,1000.0,0,1
CustomerId_2181,1,1000.0,1000.0,0.0,0.0,0,16.0,29.0,2018-11-29 16:18:20+00:00,2018-11-29 16:18:20+00:00,ProviderId_1,airtime,ChannelId_3,4,1,76,1,1000.0,0,1
CustomerId_2183,7,31000.0,4428.571428571428,3141.5040377258183,0.0,2,18.0,30.0,2018-11-30 18:50:59+00:00,2018-11-30 18:33:33+00:00,ProviderId_6,financial_services,ChannelId_3,2,1,75,7,31000.0,2,0
CustomerId_2184,6,23662.0,3943.6666666666665,4734.4153458126875,400.0,4,11.0,13.5,2018-12-17 09:37:01+00:00,2018-12-10 13:12:32+00:00,ProviderId_4,financial_services,ChannelId_2,2,7,59,6,23662.0,2,0
CustomerId_2186,94,222115.3,2362.9287234042554,2801.462974462517,0.02872340425531913,32,13.446808510638299,19.882978723404257,2019-02-12 19:32:26+00:00,2019-01-19 09:32:56+00:00,ProviderId_6,financial_services,ChannelId_3,2,25,1,94,222115.3,1,0
CustomerId_2187,37,46510.0,1257.027027027027,1514.3881508620805,0.0,14,10.45945945945946,20.62162162162162,2019-02-09 12:25:12+00:00,2019-01-13 09:01:58+00:00,ProviderId_6,financial_services,ChannelId_3,2,28,4,37,46510.0,1,0
CustomerId_2188,8,6075.0,759.375,519.6045027573513,0.0,3,10.25,27.0,2018-11-27 16:01:45+00:00,2018-11-27 08:36:39+00:00,ProviderId_6,airtime,ChannelId_3,2,1,78,8,6075.0,0,1
CustomerId_2190,1,1000.0,1000.0,0.0,0.0,0,10.0,8.0,2019-01-08 10:13:54+00:00,2019-01-08 10:13:54+00:00,ProviderId_1,airtime,ChannelId_3,4,1,36,1,1000.0,0,1
CustomerId_2191,3,42000.0,14000.0,10392.304845413264,0.0,0,18.333333333333332,11.0,2018-12-11 19:25:52+00:00,2018-12-11 18:50:07+00:00,ProviderId_1,airtime,ChannelId_3,2,1,64,3,42000.0,2,0
CustomerId_2192,4,22000.0,5500.0,3696.845502136473,0.0,2,18.0,1.0,2019-02-01 18:29:10+00:00,2019-02-01 18:27:26+00:00,ProviderId_4,airtime,ChannelId_2,2,1,12,4,22000.0,2,0
CustomerId_2198,1,100000.0,100000.0,0.0,0.0,0,16.0,9.0,2018-12-09 16:06:52+00:00,2018-12-09 16:06:52+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,66,1,100000.0,2,0
CustomerId_2204,7,218474.0,31210.571428571428,56733.00728516907,0.0,2,10.285714285714286,9.428571428571429,2019-02-05 07:21:27+00:00,2018-11-19 07:31:32+00:00,ProviderId_6,financial_services,ChannelId_3,2,78,9,7,218474.0,2,0
CustomerId_2205,8,119050.0,14881.25,34553.04346219013,0.0,2,12.0,25.5,2019-01-26 05:13:38+00:00,2019-01-25 19:00:05+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,19,8,119050.0,2,0
CustomerId_2206,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,19.0,21.0,2018-12-21 19:29:54+00:00,2018-12-21 19:26:14+00:00,ProviderId_4,airtime,ChannelId_2,2,1,54,6,41000.0,2,0
CustomerId_2207,1,5000.0,5000.0,0.0,0.0,0,4.0,24.0,2018-11-24 04:26:53+00:00,2018-11-24 04:26:53+00:00,ProviderId_3,financial_services,ChannelId_3,2,1,82,1,5000.0,0,1
CustomerId_2211,9,101000.0,11222.222222222223,7224.57226723108,0.0,3,13.0,21.0,2018-12-21 13:27:08+00:00,2018-12-21 13:15:40+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,54,9,101000.0,2,0
CustomerId_2212,22,125850.0,5720.454545454545,4392.760795057864,34.09090909090909,7,11.863636363636363,15.363636363636363,2019-02-09 05:30:13+00:00,2019-01-08 17:51:38+00:00,ProviderId_6,financial_services,ChannelId_3,2,32,5,22,125850.0,1,0
CustomerId_2213,47,302179.2,6429.344680851064,10094.483714489344,231.0595744680851,18,13.72340425531915,13.617021276595745,2019-02-12 11:45:20+00:00,2019-01-30 07:35:49+00:00,ProviderId_3,airtime,ChannelId_3,2,14,1,47,302179.2,1,0
